,UUID,GameName,CategoryName,PlayerNamesTwitch,StartTimestamp,EndTimestamp,TimerStartTimestamp,TimerEndTimestamp,IntroTime,OutroTime,,Estimate,Actual Time,% Off Estimate,Setup Time,Setup Under 10 Minutes?,Comment,Run Under Estimate?,Comment,,,,,,,00:10:00
10096,e4a114b6-641d-4b31-b485-1157efa84ec5,Dark Messiah of Might & Magic,Any%,"{""Fnzzy"":""Fnzzy""}",1659058258,1659059868,1659058303,1659059833,45,35,,00:25:00,0:25:30,2.00%,0:08:58,YES :),,NO :(,,,,,,,,
10097,bf859be5-cfda-40f5-8ceb-f39e5d474179,Quake,Easy Run,{},1659060343,1659061397,1659060380,1659061318,37,79,,00:20:00,0:15:38,-21.83%,0:07:55,YES :),,YES :),,,,,,,,
10098,f043b7f6-bb83-4b81-9839-dc7cbffa4101,Duke Nukem 3D,Any%,"{""dauswectus"":""dauswectus""}",1659061825,1659062541,1659061871,1659062423,46,118,,00:10:00,0:09:12,-8.00%,0:07:08,YES :),,YES :),,,,,,,,
10099,d1f53b76-e10a-45c1-8eb7-cccb7b2b6fc3,Crash: Mind Over Mutant,Any%,"{""PeteThePlayer"":""MrNojojojo"",""CDRomatron"":""CDRomatron""}",1659062961,1659065446,1659063032,1659065320,71,126,,00:40:00,0:38:08,-4.67%,0:07:00,YES :),,YES :),Donation Incentive,,,,,,,
10100,d0c538dd-dfd4-43be-bc27-6b284c32203b,Mary-Kate & Ashley: Sweet 16 - Licensed To Drive,Any%,"{""PeteThePlayer"":""MrNojojojo""}",1659065774,1659067120,1659065824,1659067028,50,92,,00:25:00,0:20:04,-19.73%,0:05:28,YES :),,YES :),,,,,,,,
10101,b5c048af-bff3-4ed1-b4ab-aafc1b2aa7d2,Batman: Arkham Knight,Main Story,"{""oneeyeddeacon"":""oneeyeddeacon""}",1659067530,1659076536,1659067636,1659076438,106,98,,02:40:00,2:26:42,-8.31%,0:06:50,YES :),,YES :),,,,,,,,
10102,a1babc75-ade6-4cba-bad0-574ff93dc382,Inspector Gadget: MAD Robots Invasion,Any%,"{""RebelDragon95"":""RebelDragon95""}",1659077072,1659080241,1659077088,1659080105,16,136,,01:00:00,0:50:17,-16.19%,0:08:56,YES :),,YES :),,,,,,,,
10103,46ac4d87-a3bb-4307-9825-c59a0da68114,Robo Vacuum Simulator,All Levels,"{""Kainalo"":""Kainalo""}",1659081444,1659087121,1659081452,1659087035,8,86,,01:30:00,1:33:03,3.39%,0:20:03,NO :(,,NO :(,Donation Incentive,,,,,,,
10104,6bb87775-a8c4-4519-85ac-6deea8dd4746,TUNIC,Any%,"{""SunnymuffinSR"":""SunnymuffinSR""}",1659087753,1659089466,1659087770,1659089369,17,97,,00:35:00,0:26:39,-23.86%,0:10:32,NO :(,,YES :),,,,,,,,
10105,022460f1-e809-4813-a993-3ce206c68b54,Chicken ~Boiled Egg~,Any%,"{""Jazzy"":""Jazzy""}",1659089913,1659090482,1659089930,1659090382,17,100,,00:15:00,0:07:32,-49.78%,0:07:27,YES :),,YES :),,,,,,,,
10106,63818b6f-e5aa-43d1-930b-1d6ab808f6a7,Road Trip,Any%,"{""CDRomatron"":""CDRomatron""}",1659091048,1659092576,1659091061,1659092505,13,71,,00:35:00,0:24:04,-31.24%,0:09:26,YES :),,YES :),,,,,,,,
10107,35e345aa-820c-4c8f-a24d-28409f2b2bb4,BCV: Battle Construction Vehicles,Any% (Major Cutscenes),"{""YorkieDesu"":""YorkieDesu""}",1659093367,1659096547,1659093521,1659096408,154,139,,00:50:00,0:48:07,-3.77%,0:13:11,NO :(,,YES :),,,,,,,,
10108,551baba6-d155-458a-a663-463fc69a8d00,Casper Scare School,Any%,"{""TaintedTali"":""TaintedTali""}",1659097099,1659098094,1659097154,1659097945,55,149,,00:17:00,0:13:11,-22.45%,0:09:12,YES :),,YES :),,,,,,,,
10109,094f9f3b-7d69-48a2-8748-aeb9d40c3c6e,Awful Relay,Relay,"{""havrd"":""havrd""}",1659099149,1659102786,1659099212,1659102734,63,52,,01:00:00,0:58:42,-2.17%,0:17:35,NO :(,Awful Relay,YES :),,,,,,,,
10110,7db932b1-8d4d-41d3-bdef-2efa7dd26022,Pode,Any%,"{""RandomPinkBunny"":""RandomPinkBunny"",""SeductiveSpatula"":""SeductiveSpatula""}",1659103249,1659104212,1659103261,1659104158,12,54,,00:15:00,0:14:57,-0.33%,0:07:43,YES :),,YES :),,,,,,,,
10111,1fb457f4-7e84-481e-869e-58fad84bd315,Hyper Light Drifter,"Any% (NG, Unrestricted)","{""Gidano"":""Gidano""}",1659104663,1659106785,1659104693,1659106762,30,23,,00:35:00,0:34:29,-1.48%,0:07:31,YES :),,YES :),,,,,,,,
10112,10b8aa51-ce7e-4a32-897c-741da228680c,Pokémon Legends: Arceus,Any%,"{""crisisaurus"":""crisisaurus""}",1659107235,1659122259,1659107269,1659121994,34,265,,04:20:00,4:05:25,-5.61%,0:07:30,YES :),,YES :),Donation Incentive,,,,,,,
10113,aacd0588-755d-4036-91f1-7235904bfc9f,Super Mario 64,Crowd Control (70 Star),"{""cheese"":""cheese""}",1659123064,1659132625,1659123114,1659132442,50,183,,02:30:00,2:35:28,3.64%,0:13:25,NO :(,,NO :(,,,,,,,,
10114,92520fbf-4608-4b1c-af53-e6054a621a7c,Phantom Abyss,Shrineless: Base Whip,"{""Whitefire"":""Whitefire""}",1659133091,1659134156,1659133116,1659134105,25,51,,00:17:00,0:16:29,-3.04%,0:07:46,YES :),,YES :),,,,,,,,
10115,9bf05a94-8c39-464a-a1d4-3422813ff468,Halo: Combat Evolved,Legendary (Full Game),"{""xTunguzka"":""xTunguzka""}",1659135058,1659140054,1659135126,1659139977,68,77,,01:30:00,1:20:51,-10.17%,0:15:02,NO :(,,YES :),,,,,,,,
10116,122a0f4d-648f-4751-9686-0e5834c4d674,Tom Clancy's Splinter Cell: Chaos Theory,Any%,"{""DistroTV"":""DistroTV""}",1659140936,1659143994,1659141010,1659143902,74,92,,00:55:00,0:48:12,-12.36%,0:14:42,NO :(,,YES :),,,,,,,,
10117,83182a02-47a1-412f-a45b-d988f7a47916,Sly 3: Honor Among Thieves,All Master Thief Challenges,"{""Slysonic"":""Slysonic""}",1659144881,1659149185,1659144927,1659149015,46,170,,01:15:00,1:08:08,-9.16%,0:14:47,NO :(,,YES :),,,,,,,,
10118,b0f6c5d9-89c9-41ef-8a1a-aa0fce0383a9,Lithium City,Any%,"{""AEtienne"":""AEtienne""}",1659149829,1659152053,1659149901,1659151906,72,147,,00:45:00,0:33:25,-25.74%,0:10:44,NO :(,,YES :),,,,,,,,
10119,21b244cd-53e0-4aa5-8f6f-bf33619aaf53,Disney-Pixar Brave,Any%,"{""MoD366"":""MoD366""}",1659152990,1659158306,1659153081,1659158227,91,79,,01:30:00,1:25:46,-4.70%,0:15:37,NO :(,,YES :),,,,,,,,
10120,1f972d6a-cb6f-41ee-b446-b30bb4b01426,The Legend of Zelda: Majora's Mask,100% (No Source Requirement),"{""G3neziz"":""G3neziz""}",1659159511,1659166059,1659159552,1659165841,41,218,,02:05:00,1:44:49,-16.15%,0:20:05,NO :(,,YES :),Donation Incentive,,,,,,,
10121,da2bfca8-56ee-4caf-987a-b9beaf995d8f,Timesplitters: Future Perfect,Cat Driving Challenge,"{""G3neziz"":""G3neziz""}",1659166329,1659166847,1659166372,1659166742,43,105,,00:10:00,0:06:10,-38.33%,0:04:30,YES :),,YES :),,,,,,,,
10122,ab5d72c4-9c6c-4b48-a3c7-ab02b1908b7d,Crash Team Racing,Any% (NMG),"{""Lornoveo"":""Lornoveo""}",1659167762,1659171427,1659167949,1659171301,187,126,,01:00:00,0:55:52,-6.89%,0:15:15,NO :(,,YES :),,,,,,,,
10123,8c0c985c-b2a0-44c7-a009-70f14ae31b44,Half-Life,Any% (Scriptless),"{""KaNangaTV"":""KaNangaTV""}",1659172022,1659174002,1659172090,1659173895,68,107,,00:30:00,0:30:05,0.28%,0:09:55,YES :),,NO :(,,,,,,,,
10124,14364ed3-a153-48f9-bd16-f251b43f6f20,Goosebumps: Dead of Night,Any%,"{""Nikoheart"":""Nikoheart""}",1659174586,1659175725,1659174695,1659175574,109,151,,00:15:00,0:14:39,-2.33%,0:09:44,YES :),,YES :),,,,,,,,
10125,d919b67d-0ec6-4c58-90ff-b908e26ed9a0,Disney/Pixar A Bug's Life,Rematch%,"{""GreenSnowDog"":""GreenSnowDog"",""tmhtf_senpai"":""tmhtf_senpai""}",1659176321,1659178203,1659176388,1659178086,67,117,,00:29:00,0:28:18,-2.41%,0:09:56,YES :),,YES :),,,,,,,,
10126,904e845a-b968-4c94-85e8-b4afa1e52039,OoT ACE Showcase,Triforce%,{},1659179167,1659182730,1659179271,1659182680,104,50,,01:00:00,0:56:49,-5.31%,0:16:04,NO :(,,YES :),,,,,,,,
10127,f7bb86e2-13e7-4142-b371-f3033e311d47,Clone Hero,Rhythm Game Showcase,"{""Jarvis9999"":""Jarvis9999""}",1659183438,1659186073,1659183472,1659185911,34,162,,00:40:00,0:40:39,1.63%,0:11:48,NO :(,Unique arcade setup,NO :(,Donation Incentive,,,,,,,
10128,3e18a7f2-0113-4d28-9127-7da703d4c5f9,Stepmania,Rhythm Game Showcase,"{""Opartyjesper"":""Opartyjesper"",""urza"":""urzagaming""}",1659187183,1659189960,1659187231,1659189820,48,140,,00:40:00,0:43:09,7.88%,0:18:30,NO :(,very unique arcade setup,NO :(,Donation Incentive,,,,,,,
10129,3e07f1fd-adc8-4a14-8fe8-ebff6c12dcd9,Super Mario 64,120 Star (Relay Race),"{""Apeduden"":""Apeduden"",""cheese"":""cheese"",""Heyzeus18"":""Heyzeus18"",""Smau64_"":""Smau64_"",""Xein64"":""Xein64"",""BernhardSR"":""BernhardSR"",""Dwhatever"":""Dwhatever"",""Gainai27"":""Gainai27"",""DrogieSR"":""DrogieSR"",""Benji64"":""Benji64""}",1659190617,1659197483,1659190717,1659197339,100,144,,02:00:00,1:50:22,-8.03%,0:10:57,NO :(,,YES :),,,,,,,,
10130,f129012f-12dd-4b66-9a34-d77e943878ff,Ratchet & Clank,All Gold Bolts,"{""SNEEPYY"":""SNEEPYY"",""Xem92"":""Xem92""}",1659198654,1659202060,1659198765,1659201822,111,238,,01:00:00,0:50:57,-15.08%,0:19:31,NO :(,,YES :),,,,,,,,
10131,3f7491e3-050a-49ac-b2c5-5575508508bd,Jak 3,Any% (No OoB),"{""ThaRixer"":""ThaRixer"",""HillaryPuff"":""HillaryPuff""}",1659203130,1659205957,1659203200,1659205741,70,216,,00:50:00,0:42:21,-15.30%,0:17:50,NO :(,playstation 3 HDCP nonsense,YES :),,,,,,,,
10132,ad5b607f-0223-4e6c-ad6a-7cbfdbdf334b,Super Mario Odyssey,Any% (2P),"{""Dansta2106"":""Dansta2106"",""TiloTech"":""TiloTech""}",1659206802,1659210777,1659206866,1659210607,64,170,,01:02:00,1:02:21,0.56%,0:14:05,NO :(,,NO :(,Donation Incentive,,,,,,,
10133,e8de67b0-901e-4301-a6de-532ba472f94a,Cuphead DLC,Crowd Control,"{""TheMexicanRunner"":""TheMexicanRunner""}",1659211628,1659220697,1659211663,1659220593,35,104,,02:30:00,2:28:50,-0.78%,0:14:11,NO :(,Crowd Control,YES :),,,,,,,,
10134,f48d2bb9-ac5c-4125-aa6b-e25c6bbdb561,Closing Speech,Speech%,{},1659221007,1659223153,1659221019,1659221021,12,2132,,00:15:00,0:00:02,-99.78%,0:05:10,YES :),,YES :),,,,,,,,
